biome,site,value,disturbance,forestcover_50,forestcover_10,year,forest10,forest50,rate10,rate50,cluster,x,y
boreal,GRIDINO,9,4,19257300,29345400,2009,32606,21397,1.2267680794945715e-4,1.8694209468617096e-4,2,34.63680250634943,65.91443761097501
boreal,GRIDINO,10,0,19257300,29345400,2010,32606,21397,0,0,2,34.63680250634943,65.91443761097501
boreal,GRIDINO,11,158,19257300,29345400,2011,32606,21397,0.004845733914003557,0.007384212740103753,2,34.63680250634943,65.91443761097501
boreal,GRIDINO,12,47,19257300,29345400,2012,32606,21397,0.0014414524934061215,0.0021965696125625087,2,34.63680250634943,65.91443761097501
boreal,GRIDINO,13,14,19257300,29345400,2013,32606,21397,4.2936882782310007e-4,6.542973314015983e-4,2,34.63680250634943,65.91443761097501
boreal,GRIDINO,14,32,19257300,29345400,2014,32606,21397,9.814144635956572e-4,0.0014955367574893677,2,34.63680250634943,65.91443761097501
boreal,GUERNESE,1,2,1660915800,1809708300,2001,2010787,1845462,9.946354337878652e-7,1.0837394646977289e-6,2,-57.895799136789165,51.87080683037174
boreal,GUERNESE,2,3,1660915800,1809708300,2002,2010787,1845462,1.4919531506817977e-6,1.6256091970465931e-6,2,-57.895799136789165,51.87080683037174
boreal,GUERNESE,3,3,1660915800,1809708300,2003,2010787,1845462,1.4919531506817977e-6,1.6256091970465931e-6,2,-57.895799136789165,51.87080683037174
boreal,GUERNESE,4,5,1660915800,1809708300,2004,2010787,1845462,2.486588584469663e-6,2.709348661744322e-6,2,-57.895799136789165,51.87080683037174
boreal,GUERNESE,5,48,1660915800,1809708300,2005,2010787,1845462,2.3871250410908764e-5,2.600974715274549e-5,2,-57.895799136789165,51.87080683037174
boreal,GUERNESE,6,10,1660915800,1809708300,2006,2010787,1845462,4.973177168939326e-6,5.418697323488644e-6,2,-57.895799136789165,51.87080683037174
boreal,GUERNESE,7,5,1660915800,1809708300,2007,2010787,1845462,2.486588584469663e-6,2.709348661744322e-6,2,-57.895799136789165,51.87080683037174
boreal,GUERNESE,8,88,1660915800,1809708300,2008,2010787,1845462,4.3763959086666064e-5,4.768453644670007e-5,2,-57.895799136789165,51.87080683037174
boreal,GUERNESE,9,356,1660915800,1809708300,2009,2010787,1845462,1.7704510721424e-4,1.9290562471619574e-4,2,-57.895799136789165,51.87080683037174
boreal,GUERNESE,10,382,1660915800,1809708300,2010,2010787,1845462,1.8997536785348224e-4,2.069942377572662e-4,2,-57.895799136789165,51.87080683037174
boreal,GUERNESE,11,17,1660915800,1809708300,2011,2010787,1845462,8.454401187196854e-6,9.211785449930694e-6,2,-57.895799136789165,51.87080683037174
boreal,GUERNESE,12,64,1660915800,1809708300,2012,2010787,1845462,3.182833388121169e-5,3.4679662870327324e-5,2,-57.895799136789165,51.87080683037174
boreal,GUERNESE,13,68,1660915800,1809708300,2013,2010787,1845462,3.3817604748787416e-5,3.6847141799722776e-5,2,-57.895799136789165,51.87080683037174
boreal,GUERNESE,14,7,1660915800,1809708300,2014,2010787,1845462,3.481224018257528e-6,3.793088126442051e-6,2,-57.895799136789165,51.87080683037174
boreal,KIVACH,1,0,19965600,20504700,2001,22783,22184,0,0,1,34.0181298039842,62.26525627915287
boreal,KIVACH,2,4,19965600,20504700,2002,22783,22184,1.7556950357722865e-4,1.8031013342949875e-4,1,34.0181298039842,62.26525627915287
boreal,KIVACH,3,0,19965600,20504700,2003,22783,22184,0,0,1,34.0181298039842,62.26525627915287
boreal,KIVACH,4,2,19965600,20504700,2004,22783,22184,8.778475178861432e-5,9.015506671474937e-5,1,34.0181298039842,62.26525627915287
boreal,KIVACH,5,0,19965600,20504700,2005,22783,22184,0,0,1,34.0181298039842,62.26525627915287
boreal,KIVACH,6,0,19965600,20504700,2006,22783,22184,0,0,1,34.0181298039842,62.26525627915287
boreal,KIVACH,7,0,19965600,20504700,2007,22783,22184,0,0,1,34.0181298039842,62.26525627915287
boreal,KIVACH,8,4,19965600,20504700,2008,22783,22184,1.7556950357722865e-4,1.8031013342949875e-4,1,34.0181298039842,62.26525627915287
boreal,KIVACH,9,17,19965600,20504700,2009,22783,22184,7.461703902032217e-4,7.663180670753697e-4,1,34.0181298039842,62.26525627915287
boreal,KIVACH,10,3,19965600,20504700,2010,22783,22184,1.3167712768292147e-4,1.3523260007212407e-4,1,34.0181298039842,62.26525627915287
boreal,KIVACH,11,0,19965600,20504700,2011,22783,22184,0,0,1,34.0181298039842,62.26525627915287
boreal,KIVACH,12,2,19965600,20504700,2012,22783,22184,8.778475178861432e-5,9.015506671474937e-5,1,34.0181298039842,62.26525627915287
boreal,KIVACH,13,16,19965600,20504700,2013,22783,22184,7.022780143089146e-4,7.21240533717995e-4,1,34.0181298039842,62.26525627915287
boreal,KIVACH,14,0,19965600,20504700,2014,22783,22184,0,0,1,34.0181298039842,62.26525627915287
boreal,KLUANE,1,683,1507635000,2056560300,2001,2285067,1675150,2.9889714393494806e-4,4.0772468137181746e-4,1,-139.20245547778103,60.63155201858082
boreal,KLUANE,2,359,1507635000,2056560300,2002,2285067,1675150,1.5710699073593904e-4,2.1430916634331253e-4,1,-139.20245547778103,60.63155201858082
boreal,KLUANE,3,483,1507635000,2056560300,2003,2285067,1675150,2.1137235800963386e-4,2.883323881443453e-4,1,-139.20245547778103,60.63155201858082
boreal,KLUANE,4,827,1507635000,2056560300,2004,2285067,1675150,3.619149898011743e-4,4.936871324955974e-4,1,-139.20245547778103,60.63155201858082
boreal,KLUANE,5,47,1507635000,2056560300,2005,2285067,1675150,2.056832469244884e-5,2.805718890845596e-5,1,-139.20245547778103,60.63155201858082
boreal,KLUANE,6,503,1507635000,2056560300,2006,2285067,1675150,2.2012483660216527e-4,3.002716174670925e-4,1,-139.20245547778103,60.63155201858082
boreal,KLUANE,7,494,1507635000,2056560300,2007,2285067,1675150,2.1618622123552615e-4,2.9489896427185625e-4,1,-139.20245547778103,60.63155201858082
boreal,KLUANE,8,736,1507635000,2056560300,2008,2285067,1675150,3.220912122051563e-4,4.3936363907709757e-4,1,-139.20245547778103,60.63155201858082
boreal,KLUANE,9,815,1507635000,2056560300,2009,2285067,1675150,3.5666350264565547e-4,4.865235949019491e-4,1,-139.20245547778103,60.63155201858082
boreal,KLUANE,10,590,1507635000,2056560300,2010,2285067,1675150,2.58198118479677e-4,3.5220726502104287e-4,1,-139.20245547778103,60.63155201858082
boreal,KLUANE,11,678,1507635000,2056560300,2011,2285067,1675150,2.967090242868152e-4,4.0473987404113064e-4,1,-139.20245547778103,60.63155201858082
boreal,KLUANE,12,785,1507635000,2056560300,2012,2285067,1675150,3.4353478475685834e-4,4.6861475091782825e-4,1,-139.20245547778103,60.63155201858082
boreal,KLUANE,13,1306,1507635000,2056560300,2013,2285067,1675150,5.715368520923019e-4,7.796316747753933e-4,1,-139.20245547778103,60.63155201858082
boreal,KLUANE,14,524,1507635000,2056560300,2014,2285067,1675150,2.2931493912432328e-4,3.128078082559771e-4,1,-139.20245547778103,60.63155201858082
boreal,KOOTENAY,1,14585,829765800,908755200,2001,1009728,921962,0.014444484059073335,0.01581952401508956,3,-116.0313811570884,50.93531752049903
boreal,KOOTENAY,2,21851,829765800,908755200,2002,1009728,921962,0.021640481396970272,0.023700542972486936,3,-116.0313811570884,50.93531752049903
boreal,KOOTENAY,3,10811,829765800,908755200,2003,1009728,921962,0.010706843823287064,0.011726079816738651,3,-116.0313811570884,50.93531752049903
boreal,KOOTENAY,4,120518,829765800,908755200,2004,1009728,921962,0.1193568961145972,0.13071905349678187,3,-116.0313811570884,50.93531752049903
boreal,KOOTENAY,5,1856,829765800,908755200,2005,1009728,921962,0.0018381187805032641,0.0020130981537200016,3,-116.0313811570884,50.93531752049903
boreal,KOOTENAY,6,3030,829765800,908755200,2006,1009728,921962,0.0030008081384293593,0.0032864695074200454,3,-116.0313811570884,50.93531752049903
boreal,KOOTENAY,7,2834,829765800,908755200,2007,1009728,921962,0.002806696456867592,0.003073879400669442,3,-116.0313811570884,50.93531752049903
boreal,KOOTENAY,8,12792,829765800,908755200,2008,1009728,921962,0.012668758319072066,0.013874758395682252,3,-116.0313811570884,50.93531752049903
boreal,KOOTENAY,9,708,829765800,908755200,2009,1009728,921962,7.01178931355771e-4,7.679275284664661e-4,3,-116.0313811570884,50.93531752049903
boreal,KOOTENAY,10,819,829765800,908755200,2010,1009728,921962,8.111095265259555e-4,8.883229460650222e-4,3,-116.0313811570884,50.93531752049903
boreal,KOOTENAY,11,624,829765800,908755200,2011,1009728,921962,6.179882106864423e-4,6.768174827162074e-4,3,-116.0313811570884,50.93531752049903
boreal,KOOTENAY,12,1903,829765800,908755200,2012,1009728,921962,0.0018846659694491982,0.002064076393604075,3,-116.0313811570884,50.93531752049903
boreal,KOOTENAY,13,2822,829765800,908755200,2013,1009728,921962,0.0027948120682005453,0.0030608636798479766,3,-116.0313811570884,50.93531752049903
boreal,KOOTENAY,14,2161,829765800,908755200,2014,1009728,921962,0.002140180325790708,0.0023439143912655836,3,-116.0313811570884,50.93531752049903
boreal,LAHEMAA,1,7,41806800,42024600,2001,46694,46452,1.499121942862038e-4,1.506931886678722e-4,2,26.037399507301718,59.58148028056476
boreal,LAHEMAA,2,10,41806800,42024600,2002,46694,46452,2.141602775517197e-4,2.1527598381124603e-4,2,26.037399507301718,59.58148028056476
boreal,LAHEMAA,3,0,41806800,42024600,2003,46694,46452,0,0,2,26.037399507301718,59.58148028056476
boreal,LAHEMAA,4,4,41806800,42024600,2004,46694,46452,8.566411102068788e-5,8.61103935244984e-5,2,26.037399507301718,59.58148028056476
boreal,LAHEMAA,5,19,41806800,42024600,2005,46694,46452,4.0690452734826746e-4,4.0902436924136743e-4,2,26.037399507301718,59.58148028056476
boreal,LAHEMAA,6,0,41806800,42024600,2006,46694,46452,0,0,2,26.037399507301718,59.58148028056476
boreal,LAHEMAA,7,14,41806800,42024600,2007,46694,46452,2.998243885724076e-4,3.013863773357444e-4,2,26.037399507301718,59.58148028056476
boreal,LAHEMAA,8,2,41806800,42024600,2008,46694,46452,4.283205551034394e-5,4.30551967622492e-5,2,26.037399507301718,59.58148028056476
boreal,LAHEMAA,9,15,41806800,42024600,2009,46694,46452,3.2124041632757954e-4,3.2291397571686904e-4,2,26.037399507301718,59.58148028056476
boreal,LAHEMAA,10,7,41806800,42024600,2010,46694,46452,1.499121942862038e-4,1.506931886678722e-4,2,26.037399507301718,59.58148028056476
boreal,LAHEMAA,11,215,41806800,42024600,2011,46694,46452,0.004604445967361974,0.004628433651941789,2,26.037399507301718,59.58148028056476
boreal,LAHEMAA,12,14,41806800,42024600,2012,46694,46452,2.998243885724076e-4,3.013863773357444e-4,2,26.037399507301718,59.58148028056476
boreal,LAHEMAA,13,0,41806800,42024600,2013,46694,46452,0,0,2,26.037399507301718,59.58148028056476
boreal,LAHEMAA,14,0,41806800,42024600,2014,46694,46452,0,0,2,26.037399507301718,59.58148028056476
boreal,MALTIO,1,15,70306200,117201600,2001,130224,78118,1.1518614080353852e-4,1.9201720474154485e-4,1,28.71938564936895,67.39581934033298
boreal,MALTIO,2,3,70306200,117201600,2002,130224,78118,2.3037228160707704e-5,3.8403440948308965e-5,1,28.71938564936895,67.39581934033298
boreal,MALTIO,3,1,70306200,117201600,2003,130224,78118,7.679076053569235e-6,1.2801146982769656e-5,1,28.71938564936895,67.39581934033298
boreal,MALTIO,4,0,70306200,117201600,2004,130224,78118,0,0,1,28.71938564936895,67.39581934033298
boreal,MALTIO,5,0,70306200,117201600,2005,130224,78118,0,0,1,28.71938564936895,67.39581934033298
boreal,MALTIO,6,3,70306200,117201600,2006,130224,78118,2.3037228160707704e-5,3.8403440948308965e-5,1,28.71938564936895,67.39581934033298
boreal,MALTIO,7,2,70306200,117201600,2007,130224,78118,1.535815210713847e-5,2.5602293965539312e-5,1,28.71938564936895,67.39581934033298
boreal,MALTIO,8,0,70306200,117201600,2008,130224,78118,0,0,1,28.71938564936895,67.39581934033298
boreal,MALTIO,9,4,70306200,117201600,2009,130224,78118,3.071630421427694e-5,5.1204587931078625e-5,1,28.71938564936895,67.39581934033298
boreal,MALTIO,10,3,70306200,117201600,2010,130224,78118,2.3037228160707704e-5,3.8403440948308965e-5,1,28.71938564936895,67.39581934033298
boreal,MALTIO,11,9,70306200,117201600,2011,130224,78118,6.911168448212312e-5,1.152103228449269e-4,1,28.71938564936895,67.39581934033298
boreal,MALTIO,12,8,70306200,117201600,2012,130224,78118,6.143260842855388e-5,1.0240917586215725e-4,1,28.71938564936895,67.39581934033298
boreal,MALTIO,13,3,70306200,117201600,2013,130224,78118,2.3037228160707704e-5,3.8403440948308965e-5,1,28.71938564936895,67.39581934033298
boreal,MALTIO,14,7,70306200,117201600,2014,130224,78118,5.3753532374984644e-5,8.96080288793876e-5,1,28.71938564936895,67.39581934033298
boreal,MPECHORO,1,1659,6195263400,6418163700,2001,7131293,6883626,2.326366340578069e-4,2.4100670199107274e-4,2,58.81045237460245,62.50991174383526
boreal,MPECHORO,2,1136,6195263400,6418163700,2002,7131293,6883626,1.592979001143271e-4,1.6502930287031864e-4,2,58.81045237460245,62.50991174383526
boreal,MPECHORO,3,475,6195263400,6418163700,2003,7131293,6883626,6.66078367555505e-5,6.900432998538852e-5,2,58.81045237460245,62.50991174383526
boreal,MPECHORO,4,976,6195263400,6418163700,2004,7131293,6883626,1.368615761545627e-4,1.4178573908576672e-4,2,58.81045237460245,62.50991174383526
boreal,MPECHORO,5,418,6195263400,6418163700,2005,7131293,6883626,5.861489634488444e-5,6.0723810387141894e-5,2,58.81045237460245,62.50991174383526
boreal,MPECHORO,6,1259,6195263400,6418163700,2006,7131293,6883626,1.7654582415839597e-4,1.8289779252969292e-4,2,58.81045237460245,62.50991174383526
boreal,MPECHORO,7,1176,6195263400,6418163700,2007,7131293,6883626,1.6490698110426818e-4,1.7084019381645663e-4,2,58.81045237460245,62.50991174383526
boreal,MPECHORO,8,3817,6195263400,6418163700,2008,7131293,6883626,5.352465534651289e-4,5.545042685352168e-4,2,58.81045237460245,62.50991174383526
boreal,MPECHORO,9,1623,6195263400,6418163700,2009,7131293,6883626,2.275884611668599e-4,2.3577690013954855e-4,2,58.81045237460245,62.50991174383526
boreal,MPECHORO,10,6088,6195263400,6418163700,2010,7131293,6883626,8.537021266690347e-4,8.844176020022006e-4,2,58.81045237460245,62.50991174383526
boreal,MPECHORO,11,934,6195263400,6418163700,2011,7131293,6883626,1.3097204111512458e-4,1.3568430359232184e-4,2,58.81045237460245,62.50991174383526
boreal,MPECHORO,12,1216,6195263400,6418163700,2012,7131293,6883626,1.7051606209420928e-4,1.766510847625946e-4,2,58.81045237460245,62.50991174383526
boreal,MPECHORO,13,492,6195263400,6418163700,2013,7131293,6883626,6.899169617627547e-5,7.147395863749715e-5,2,58.81045237460245,62.50991174383526
boreal,MPECHORO,14,282,6195263400,6418163700,2014,7131293,6883626,3.954402097908472e-5,4.096678117027276e-5,2,58.81045237460245,62.50991174383526
boreal,MUDDUS,1,0,187063200,353252700,2001,392503,207848,0,0,2,20.197333506389757,66.91631560674142
boreal,MUDDUS,2,2,187063200,353252700,2002,392503,207848,5.0955024547583075e-6,9.622416381201647e-6,2,20.197333506389757,66.91631560674142
boreal,MUDDUS,3,1,187063200,353252700,2003,392503,207848,2.5477512273791537e-6,4.811208190600823e-6,2,20.197333506389757,66.91631560674142
boreal,MUDDUS,4,20,187063200,353252700,2004,392503,207848,5.095502454758308e-5,9.622416381201647e-5,2,20.197333506389757,66.91631560674142
boreal,MUDDUS,5,2,187063200,353252700,2005,392503,207848,5.0955024547583075e-6,9.622416381201647e-6,2,20.197333506389757,66.91631560674142
boreal,MUDDUS,6,17,187063200,353252700,2006,392503,207848,4.331177086544561e-5,8.1790539240214e-5,2,20.197333506389757,66.91631560674142
boreal,MUDDUS,7,17,187063200,353252700,2007,392503,207848,4.331177086544561e-5,8.1790539240214e-5,2,20.197333506389757,66.91631560674142
boreal,MUDDUS,8,503,187063200,353252700,2008,392503,207848,0.0012815188673717143,0.0024200377198722142,2,20.197333506389757,66.91631560674142
boreal,MUDDUS,9,1,187063200,353252700,2009,392503,207848,2.5477512273791537e-6,4.811208190600823e-6,2,20.197333506389757,66.91631560674142
boreal,MUDDUS,10,13,187063200,353252700,2010,392503,207848,3.3120765955929e-5,6.25457064778107e-5,2,20.197333506389757,66.91631560674142
boreal,MUDDUS,11,21,187063200,353252700,2011,392503,207848,5.350277577496223e-5,1.0103537200261729e-4,2,20.197333506389757,66.91631560674142
boreal,MUDDUS,12,173,187063200,353252700,2012,392503,207848,4.407609623365936e-4,8.323390169739425e-4,2,20.197333506389757,66.91631560674142
boreal,MUDDUS,13,106,187063200,353252700,2013,392503,207848,2.700616301021903e-4,5.099880682036873e-4,2,20.197333506389757,66.91631560674142
boreal,MUDDUS,14,41,187063200,353252700,2014,392503,207848,1.044578003225453e-4,1.9725953581463377e-4,2,20.197333506389757,66.91631560674142
boreal,NAHANNI,1,19197,10142231400,17936866800,2001,19929852,11269146,9.632284273862144e-4,0.0017035008686549983,3,-125.88845506098424,61.609321488469774
boreal,NAHANNI,2,37016,10142231400,17936866800,2002,19929852,11269146,0.0018573143443313077,0.0032847209540101795,3,-125.88845506098424,61.609321488469774
boreal,NAHANNI,3,11769,10142231400,17936866800,2003,19929852,11269146,5.905211940359618e-4,0.0010443559787050411,3,-125.88845506098424,61.609321488469774
boreal,NAHANNI,4,57594,10142231400,17936866800,2004,19929852,11269146,0.0028898358101204164,0.005110768819571598,3,-125.88845506098424,61.609321488469774
boreal,NAHANNI,5,31020,10142231400,17936866800,2005,19929852,11269146,0.0015564591247340922,0.0027526486922789003,3,-125.88845506098424,61.609321488469774
boreal,NAHANNI,6,13729,10142231400,17936866800,2006,19929852,11269146,6.888661290610688e-4,0.001218282201685913,3,-125.88845506098424,61.609321488469774
boreal,NAHANNI,7,33582,10142231400,17936866800,2007,19929852,11269146,0.0016850100040883395,0.0029799951123181826,3,-125.88845506098424,61.609321488469774
boreal,NAHANNI,8,27628,10142231400,17936866800,2008,19929852,11269146,0.0013862621759559478,0.0024516498410793505,3,-125.88845506098424,61.609321488469774
boreal,NAHANNI,9,26299,10142231400,17936866800,2009,19929852,11269146,0.0013195782888904544,0.0023337172133540553,3,-125.88845506098424,61.609321488469774
boreal,NAHANNI,10,23187,10142231400,17936866800,2010,19929852,11269146,0.001163430616544468,0.0020575649654374873,3,-125.88845506098424,61.609321488469774
boreal,NAHANNI,11,15494,10142231400,17936866800,2011,19929852,11269146,7.774267465709228e-4,0.0013749045402375655,3,-125.88845506098424,61.609321488469774
boreal,NAHANNI,12,81329,10142231400,17936866800,2012,19929852,11269146,0.004080762867682108,0.007216962137148636,3,-125.88845506098424,61.609321488469774
boreal,NAHANNI,13,190406,10142231400,17936866800,2013,19929852,11269146,0.00955380902979109,0.016896222659640758,3,-125.88845506098424,61.609321488469774
boreal,NAHANNI,14,12844,10142231400,17936866800,2014,19929852,11269146,6.444603803379974e-4,0.0011397491877379172,3,-125.88845506098424,61.609321488469774
boreal,NATASHQUAN,1,6073,3200663700,3598665300,2001,3998517,3556293,0.001518813099956809,0.001707677067103301,3,-61.62849197152997,51.542174187174844
boreal,NATASHQUAN,2,9851,3200663700,3598665300,2002,3998517,3556293,0.002463663403206739,0.002770019230698933,3,-61.62849197152997,51.542174187174844
boreal,NATASHQUAN,3,209,3200663700,3598665300,2003,3998517,3556293,5.2269378872216874e-5,5.87690609294566e-5,3,-61.62849197152997,51.542174187174844
boreal,NATASHQUAN,4,14215,3200663700,3598665300,2004,3998517,3556293,0.0035550680414763772,0.003997139718240314,3,-61.62849197152997,51.542174187174844
boreal,NATASHQUAN,5,143191,3200663700,3598665300,2005,3998517,3556293,0.03581102693823735,0.040264117720334065,3,-61.62849197152997,51.542174187174844
boreal,NATASHQUAN,6,6536,3200663700,3598665300,2006,3998517,3556293,0.0016346060301856914,0.0018378688145211882,3,-61.62849197152997,51.542174187174844
boreal,NATASHQUAN,7,43605,3200663700,3598665300,2007,3998517,3556293,0.010905293137430702,0.012261363166645717,3,-61.62849197152997,51.542174187174844
boreal,NATASHQUAN,8,23820,3200663700,3598665300,2008,3998517,3556293,0.005957208635101464,0.006697985795883522,3,-61.62849197152997,51.542174187174844
boreal,NATASHQUAN,9,1563,3200663700,3598665300,2009,3998517,3556293,3.908949242931817e-4,4.395025944150271e-4,3,-61.62849197152997,51.542174187174844
boreal,NATASHQUAN,10,1610,3200663700,3598665300,2010,3998517,3556293,0.00040264928222138356,4.5271860333217763e-4,3,-61.62849197152997,51.542174187174844
boreal,NATASHQUAN,11,8196,3200663700,3598665300,2011,3998517,3556293,0.0020497599485009067,0.0023046470018077813,3,-61.62849197152997,51.542174187174844
boreal,NATASHQUAN,12,10776,3200663700,3598665300,2012,3998517,3556293,0.002694999170942627,0.0030301215338556188,3,-61.62849197152997,51.542174187174844
boreal,NATASHQUAN,13,310837,3200663700,3598665300,2013,3998517,3556293,0.07773807138996783,0.08740477795277274,3,-61.62849197152997,51.542174187174844
boreal,NATASHQUAN,14,24075,3200663700,3598665300,2014,3998517,3556293,0.006020982279180006,0.006769689674051041,3,-61.62849197152997,51.542174187174844
boreal,NIQUET,1,0,142769700,155829600,2001,173144,158633,0,0,2,-79.00782764424395,50.132428374507334
boreal,NIQUET,2,1,142769700,155829600,2002,173144,158633,5.775539435383265e-6,6.303858591844068e-6,2,-79.00782764424395,50.132428374507334
boreal,NIQUET,3,0,142769700,155829600,2003,173144,158633,0,0,2,-79.00782764424395,50.132428374507334
boreal,NIQUET,4,0,142769700,155829600,2004,173144,158633,0,0,2,-79.00782764424395,50.132428374507334
boreal,NIQUET,5,3,142769700,155829600,2005,173144,158633,1.7326618306149793e-5,1.8911575775532205e-5,2,-79.00782764424395,50.132428374507334
boreal,NIQUET,6,0,142769700,155829600,2006,173144,158633,0,0,2,-79.00782764424395,50.132428374507334
boreal,NIQUET,7,2,142769700,155829600,2007,173144,158633,1.155107887076653e-5,1.2607717183688135e-5,2,-79.00782764424395,50.132428374507334
boreal,NIQUET,8,2,142769700,155829600,2008,173144,158633,1.155107887076653e-5,1.2607717183688135e-5,2,-79.00782764424395,50.132428374507334
boreal,NIQUET,9,1,142769700,155829600,2009,173144,158633,5.775539435383265e-6,6.303858591844068e-6,2,-79.00782764424395,50.132428374507334
boreal,NIQUET,10,5,142769700,155829600,2010,173144,158633,2.8877697176916324e-5,3.151929295922034e-5,2,-79.00782764424395,50.132428374507334
boreal,NIQUET,11,4,142769700,155829600,2011,173144,158633,2.310215774153306e-5,2.521543436737627e-5,2,-79.00782764424395,50.132428374507334
boreal,NIQUET,12,2,142769700,155829600,2012,173144,158633,1.155107887076653e-5,1.2607717183688135e-5,2,-79.00782764424395,50.132428374507334
boreal,NIQUET,13,35,142769700,155829600,2013,173144,158633,2.0214388023841425e-4,2.2063505071454238e-4,2,-79.00782764424395,50.132428374507334
boreal,NIQUET,14,3,142769700,155829600,2014,173144,158633,1.7326618306149793e-5,1.8911575775532205e-5,2,-79.00782764424395,50.132428374507334
boreal,ONEZHKOYE,1,69,1265319000,1464973200,2001,1627748,1405910,4.238985395773793e-5,4.9078532765255245e-5,3,37.148441844837535,64.94308389444447
boreal,ONEZHKOYE,2,54,1265319000,1464973200,2002,1627748,1405910,3.3174668314751424e-5,3.840928651193889e-5,3,37.148441844837535,64.94308389444447
boreal,ONEZHKOYE,3,9,1265319000,1464973200,2003,1627748,1405910,5.529111385791904e-6,6.4015477519898145e-6,3,37.148441844837535,64.94308389444447
boreal,ONEZHKOYE,4,204,1265319000,1464973200,2004,1627748,1405910,1.2532652474461648e-4,1.4510174904510247e-4,3,37.148441844837535,64.94308389444447
boreal,ONEZHKOYE,5,65,1265319000,1464973200,2005,1627748,1405910,3.993247111960819e-5,4.623340043103755e-5,3,37.148441844837535,64.94308389444447
boreal,ONEZHKOYE,6,243,1265319000,1464973200,2006,1627748,1405910,1.492860074163814e-4,1.72841789303725e-4,3,37.148441844837535,64.94308389444447
boreal,ONEZHKOYE,7,174,1265319000,1464973200,2007,1627748,1405910,1.0689615345864347e-4,1.2376325653846974e-4,3,37.148441844837535,64.94308389444447
boreal,ONEZHKOYE,8,321,1265319000,1464973200,2008,1627748,1405910,1.9720497275991123e-4,2.2832186982097005e-4,3,37.148441844837535,64.94308389444447
boreal,ONEZHKOYE,9,211,1265319000,1464973200,2009,1627748,1405910,1.2962694471134353e-4,1.5008073062998343e-4,3,37.148441844837535,64.94308389444447
boreal,ONEZHKOYE,10,87,1265319000,1464973200,2010,1627748,1405910,5.3448076729321736e-5,6.188162826923487e-5,3,37.148441844837535,64.94308389444447
boreal,ONEZHKOYE,11,2961,1265319000,1464973200,2011,1627748,1405910,0.0018190776459255365,0.002106109210404649,3,37.148441844837535,64.94308389444447
boreal,ONEZHKOYE,12,10853,1265319000,1464973200,2012,1627748,1405910,0.0066674939855555036,0.007719555305816162,3,37.148441844837535,64.94308389444447
boreal,ONEZHKOYE,13,739,1265319000,1464973200,2013,1627748,1405910,4.5400147934446857e-4,5.256381987467192e-4,3,37.148441844837535,64.94308389444447
boreal,ONEZHKOYE,14,345,1265319000,1464973200,2014,1627748,1405910,2.1194926978868964e-4,2.453926638262762e-4,3,37.148441844837535,64.94308389444447
boreal,ONISTAGANE,1,230,434352600,571505400,2001,635006,482614,3.622013020349414e-4,4.7657133858528764e-4,3,-71.32887934833232,50.940504942683184
boreal,ONISTAGANE,2,43314,434352600,571505400,2002,635006,482614,0.06821037911452806,0.08974874330210064,3,-71.32887934833232,50.940504942683184
boreal,ONISTAGANE,3,41655,434352600,571505400,2003,635006,482614,0.06559780537506732,0.08631121351639198,3,-71.32887934833232,50.940504942683184
boreal,ONISTAGANE,4,11151,434352600,571505400,2004,635006,482614,0.01756046399561579,0.02310542172419366,3,-71.32887934833232,50.940504942683184
boreal,ONISTAGANE,5,688,434352600,571505400,2005,635006,482614,0.00108345432956539,0.001425569917159469,3,-71.32887934833232,50.940504942683184
boreal,ONISTAGANE,6,583,434352600,571505400,2006,635006,482614,9.181015612450906e-4,0.0012080047408487944,3,-71.32887934833232,50.940504942683184
boreal,ONISTAGANE,7,7163,434352600,571505400,2007,635006,482614,0.011280208375983848,0.014842089122984414,3,-71.32887934833232,50.940504942683184
boreal,ONISTAGANE,8,673,434352600,571505400,2008,635006,482614,0.0010598325055196328,0.0013944891776865155,3,-71.32887934833232,50.940504942683184
boreal,ONISTAGANE,9,473,434352600,571505400,2009,635006,482614,7.448748515762056e-4,9.800793180471349e-4,3,-71.32887934833232,50.940504942683184
boreal,ONISTAGANE,10,511,434352600,571505400,2010,635006,482614,8.047168058254567e-4,0.0010588171913786173,3,-71.32887934833232,50.940504942683184
boreal,ONISTAGANE,11,1221,434352600,571505400,2011,635006,482614,0.0019228164773246238,0.002529972193098418,3,-71.32887934833232,50.940504942683184
boreal,ONISTAGANE,12,80,434352600,571505400,2012,635006,482614,1.2598306157737092e-4,1.6576394385575221e-4,3,-71.32887934833232,50.940504942683184
boreal,ONISTAGANE,13,5,434352600,571505400,2013,635006,482614,7.873941348585682e-6,1.0360246490984513e-5,3,-71.32887934833232,50.940504942683184
boreal,ONISTAGANE,14,10,434352600,571505400,2014,635006,482614,1.5747882697171365e-5,2.0720492981969027e-5,3,-71.32887934833232,50.940504942683184
boreal,OSKELANEO,1,3,65065500,66146400,2001,73496,72295,4.081854794818766e-5,4.14966456878069e-5,3,-75.2713604517207,48.185365769609156
boreal,OSKELANEO,2,2,65065500,66146400,2002,73496,72295,2.721236529879177e-5,2.7664430458537936e-5,3,-75.2713604517207,48.185365769609156
boreal,OSKELANEO,3,0,65065500,66146400,2003,73496,72295,0,0,3,-75.2713604517207,48.185365769609156
