biome,site,value,disturbance_ha,closedforest_ha,year,cluster,x,y
boreal,VODLMAJOR,9,0.18,4032,2009,1,36.790672634107516,62.46028472211058
boreal,VODLMAJOR,10,0.36,4032,2010,1,36.790672634107516,62.46028472211058
boreal,VODLMAJOR,11,0.18,4032,2011,1,36.790672634107516,62.46028472211058
boreal,VODLMAJOR,12,1.08,4032,2012,1,36.790672634107516,62.46028472211058
boreal,VODLMAJOR,13,2.61,4032,2013,1,36.790672634107516,62.46028472211058
boreal,VODLMAJOR,14,7.83,4032,2014,1,36.790672634107516,62.46028472211058
boreal,WABAKIMI,1,124.19999999999999,721296,2001,3,-89.421208966451,50.757182099162414
boreal,WABAKIMI,2,5312.5199999999995,721296,2002,3,-89.421208966451,50.757182099162414
boreal,WABAKIMI,3,65.16,721296,2003,3,-89.421208966451,50.757182099162414
boreal,WABAKIMI,4,591.5699999999999,721296,2004,3,-89.421208966451,50.757182099162414
boreal,WABAKIMI,5,2375.91,721296,2005,3,-89.421208966451,50.757182099162414
boreal,WABAKIMI,6,2650.5,721296,2006,3,-89.421208966451,50.757182099162414
boreal,WABAKIMI,7,332.90999999999997,721296,2007,3,-89.421208966451,50.757182099162414
boreal,WABAKIMI,8,188.28,721296,2008,3,-89.421208966451,50.757182099162414
boreal,WABAKIMI,9,1161.81,721296,2009,3,-89.421208966451,50.757182099162414
boreal,WABAKIMI,10,222.48,721296,2010,3,-89.421208966451,50.757182099162414
boreal,WABAKIMI,11,7719.12,721296,2011,3,-89.421208966451,50.757182099162414
boreal,WABAKIMI,12,9916.02,721296,2012,3,-89.421208966451,50.757182099162414
boreal,WABAKIMI,13,438.57,721296,2013,3,-89.421208966451,50.757182099162414
boreal,WABAKIMI,14,130.59,721296,2014,3,-89.421208966451,50.757182099162414
boreal,WOODBUFFALO,1,3300.8399999999997,2335536,2001,3,-113.25811854113374,59.35499555278062
boreal,WOODBUFFALO,2,2450.16,2335536,2002,3,-113.25811854113374,59.35499555278062
boreal,WOODBUFFALO,3,10610.82,2335536,2003,3,-113.25811854113374,59.35499555278062
boreal,WOODBUFFALO,4,66741.66,2335536,2004,3,-113.25811854113374,59.35499555278062
boreal,WOODBUFFALO,5,29175.57,2335536,2005,3,-113.25811854113374,59.35499555278062
boreal,WOODBUFFALO,6,12484.98,2335536,2006,3,-113.25811854113374,59.35499555278062
boreal,WOODBUFFALO,7,38983.77,2335536,2007,3,-113.25811854113374,59.35499555278062
boreal,WOODBUFFALO,8,8362.619999999999,2335536,2008,3,-113.25811854113374,59.35499555278062
boreal,WOODBUFFALO,9,571.9499999999999,2335536,2009,3,-113.25811854113374,59.35499555278062
boreal,WOODBUFFALO,10,2269.5299999999997,2335536,2010,3,-113.25811854113374,59.35499555278062
boreal,WOODBUFFALO,11,13757.67,2335536,2011,3,-113.25811854113374,59.35499555278062
boreal,WOODBUFFALO,12,105747.12,2335536,2012,3,-113.25811854113374,59.35499555278062
boreal,WOODBUFFALO,13,13350.96,2335536,2013,3,-113.25811854113374,59.35499555278062
boreal,WOODBUFFALO,14,48203.28,2335536,2014,3,-113.25811854113374,59.35499555278062
boreal,WOODLANDCARIBOU,1,298.62,353664,2001,3,-94.73726503401242,51.084623128276924
boreal,WOODLANDCARIBOU,2,303.3,353664,2002,3,-94.73726503401242,51.084623128276924
boreal,WOODLANDCARIBOU,3,522.99,353664,2003,3,-94.73726503401242,51.084623128276924
boreal,WOODLANDCARIBOU,4,107.55,353664,2004,3,-94.73726503401242,51.084623128276924
boreal,WOODLANDCARIBOU,5,978.48,353664,2005,3,-94.73726503401242,51.084623128276924
boreal,WOODLANDCARIBOU,6,2960.64,353664,2006,3,-94.73726503401242,51.084623128276924
boreal,WOODLANDCARIBOU,7,440.46,353664,2007,3,-94.73726503401242,51.084623128276924
boreal,WOODLANDCARIBOU,8,600.39,353664,2008,3,-94.73726503401242,51.084623128276924
boreal,WOODLANDCARIBOU,9,166.76999999999998,353664,2009,3,-94.73726503401242,51.084623128276924
boreal,WOODLANDCARIBOU,10,149.85,353664,2010,3,-94.73726503401242,51.084623128276924
boreal,WOODLANDCARIBOU,11,1102.4099999999999,353664,2011,3,-94.73726503401242,51.084623128276924
boreal,WOODLANDCARIBOU,12,15847.109999999999,353664,2012,3,-94.73726503401242,51.084623128276924
boreal,WOODLANDCARIBOU,13,3945.24,353664,2013,3,-94.73726503401242,51.084623128276924
boreal,WOODLANDCARIBOU,14,399.24,353664,2014,3,-94.73726503401242,51.084623128276924
boreal,YUGYDVA,1,422.19,1030464,2001,2,59.376513217724764,64.68363250223118
boreal,YUGYDVA,2,62.64,1030464,2002,2,59.376513217724764,64.68363250223118
boreal,YUGYDVA,3,134.37,1030464,2003,2,59.376513217724764,64.68363250223118
boreal,YUGYDVA,4,173.34,1030464,2004,2,59.376513217724764,64.68363250223118
boreal,YUGYDVA,5,79.11,1030464,2005,2,59.376513217724764,64.68363250223118
boreal,YUGYDVA,6,109.17,1030464,2006,2,59.376513217724764,64.68363250223118
boreal,YUGYDVA,7,248.48999999999998,1030464,2007,2,59.376513217724764,64.68363250223118
boreal,YUGYDVA,8,85.14,1030464,2008,2,59.376513217724764,64.68363250223118
boreal,YUGYDVA,9,152.54999999999998,1030464,2009,2,59.376513217724764,64.68363250223118
boreal,YUGYDVA,10,40.589999999999996,1030464,2010,2,59.376513217724764,64.68363250223118
boreal,YUGYDVA,11,582.48,1030464,2011,2,59.376513217724764,64.68363250223118
boreal,YUGYDVA,12,494.09999999999997,1030464,2012,2,59.376513217724764,64.68363250223118
boreal,YUGYDVA,13,317.52,1030464,2013,2,59.376513217724764,64.68363250223118
boreal,YUGYDVA,14,198,1030464,2014,2,59.376513217724764,64.68363250223118
boreal,YUKON,1,0.99,38304,2001,3,-148.91700752862343,66.5045083341004
boreal,YUKON,2,5.67,38304,2002,3,-148.91700752862343,66.5045083341004
boreal,YUKON,3,8.19,38304,2003,3,-148.91700752862343,66.5045083341004
boreal,YUKON,4,41.04,38304,2004,3,-148.91700752862343,66.5045083341004
boreal,YUKON,5,3982.5899999999997,38304,2005,3,-148.91700752862343,66.5045083341004
boreal,YUKON,6,370.89,38304,2006,3,-148.91700752862343,66.5045083341004
boreal,YUKON,7,501.65999999999997,38304,2007,3,-148.91700752862343,66.5045083341004
boreal,YUKON,8,12.69,38304,2008,3,-148.91700752862343,66.5045083341004
boreal,YUKON,9,0.63,38304,2009,3,-148.91700752862343,66.5045083341004
boreal,YUKON,10,10.53,38304,2010,3,-148.91700752862343,66.5045083341004
boreal,YUKON,11,4.77,38304,2011,3,-148.91700752862343,66.5045083341004
boreal,YUKON,12,2.79,38304,2012,3,-148.91700752862343,66.5045083341004
boreal,YUKON,13,8.91,38304,2013,3,-148.91700752862343,66.5045083341004
boreal,YUKON,14,0,38304,2014,3,-148.91700752862343,66.5045083341004
boreal,ZEYSKY,1,99.89999999999999,98064,2001,3,127.11689242723878,54.05568108288092
boreal,ZEYSKY,2,13.59,98064,2002,3,127.11689242723878,54.05568108288092
boreal,ZEYSKY,3,1341.99,98064,2003,3,127.11689242723878,54.05568108288092
boreal,ZEYSKY,4,3301.1099999999997,98064,2004,3,127.11689242723878,54.05568108288092
boreal,ZEYSKY,5,149.94,98064,2005,3,127.11689242723878,54.05568108288092
boreal,ZEYSKY,6,26.369999999999997,98064,2006,3,127.11689242723878,54.05568108288092
boreal,ZEYSKY,7,118.25999999999999,98064,2007,3,127.11689242723878,54.05568108288092
boreal,ZEYSKY,8,99.81,98064,2008,3,127.11689242723878,54.05568108288092
boreal,ZEYSKY,9,106.92,98064,2009,3,127.11689242723878,54.05568108288092
boreal,ZEYSKY,10,100.44,98064,2010,3,127.11689242723878,54.05568108288092
boreal,ZEYSKY,11,340.74,98064,2011,3,127.11689242723878,54.05568108288092
boreal,ZEYSKY,12,91.97999999999999,98064,2012,3,127.11689242723878,54.05568108288092
boreal,ZEYSKY,13,52.199999999999996,98064,2013,3,127.11689242723878,54.05568108288092
boreal,ZEYSKY,14,78.75,98064,2014,3,127.11689242723878,54.05568108288092
temperate,admirality,1,9.54,380880,2001,1,-134.40808105963123,57.66074398144862
temperate,admirality,2,16.56,380880,2002,1,-134.40808105963123,57.66074398144862
temperate,admirality,3,0.44999999999999996,380880,2003,1,-134.40808105963123,57.66074398144862
temperate,admirality,4,8.1,380880,2004,1,-134.40808105963123,57.66074398144862
temperate,admirality,5,2.6999999999999997,380880,2005,1,-134.40808105963123,57.66074398144862
temperate,admirality,6,8.1,380880,2006,1,-134.40808105963123,57.66074398144862
temperate,admirality,7,4.05,380880,2007,1,-134.40808105963123,57.66074398144862
temperate,admirality,8,0.18,380880,2008,1,-134.40808105963123,57.66074398144862
temperate,admirality,9,24.029999999999998,380880,2009,1,-134.40808105963123,57.66074398144862
temperate,admirality,10,7.739999999999999,380880,2010,1,-134.40808105963123,57.66074398144862
temperate,admirality,11,4.2299999999999995,380880,2011,1,-134.40808105963123,57.66074398144862
temperate,admirality,12,7.02,380880,2012,1,-134.40808105963123,57.66074398144862
temperate,admirality,13,19.8,380880,2013,1,-134.40808105963123,57.66074398144862
temperate,admirality,14,31.86,380880,2014,1,-134.40808105963123,57.66074398144862
temperate,bavarian,1,12.059999999999999,7056,2001,2,13.46286899505327,48.93970140825836
temperate,bavarian,2,14.399999999999999,7056,2002,2,13.46286899505327,48.93970140825836
temperate,bavarian,3,1.26,7056,2003,2,13.46286899505327,48.93970140825836
temperate,bavarian,4,193.32,7056,2004,2,13.46286899505327,48.93970140825836
temperate,bavarian,5,51.66,7056,2005,2,13.46286899505327,48.93970140825836
temperate,bavarian,6,20.16,7056,2006,2,13.46286899505327,48.93970140825836
temperate,bavarian,7,477.81,7056,2007,2,13.46286899505327,48.93970140825836
temperate,bavarian,8,131.22,7056,2008,2,13.46286899505327,48.93970140825836
temperate,bavarian,9,94.14,7056,2009,2,13.46286899505327,48.93970140825836
temperate,bavarian,10,7.83,7056,2010,2,13.46286899505327,48.93970140825836
temperate,bavarian,11,50.489999999999995,7056,2011,2,13.46286899505327,48.93970140825836
temperate,bavarian,12,7.83,7056,2012,2,13.46286899505327,48.93970140825836
temperate,bavarian,13,0.27,7056,2013,2,13.46286899505327,48.93970140825836
temperate,bavarian,14,3.2399999999999998,7056,2014,2,13.46286899505327,48.93970140825836
temperate,baxter,1,0.72,71856,2001,2,-68.93667013616692,46.00006002264432
temperate,baxter,2,2.07,71856,2002,2,-68.93667013616692,46.00006002264432
temperate,baxter,3,0,71856,2003,2,-68.93667013616692,46.00006002264432
temperate,baxter,4,60.75,71856,2004,2,-68.93667013616692,46.00006002264432
temperate,baxter,5,71.82,71856,2005,2,-68.93667013616692,46.00006002264432
temperate,baxter,6,1.71,71856,2006,2,-68.93667013616692,46.00006002264432
temperate,baxter,7,1.3499999999999999,71856,2007,2,-68.93667013616692,46.00006002264432
temperate,baxter,8,2.16,71856,2008,2,-68.93667013616692,46.00006002264432
temperate,baxter,9,0.36,71856,2009,2,-68.93667013616692,46.00006002264432
temperate,baxter,10,1.44,71856,2010,2,-68.93667013616692,46.00006002264432
temperate,baxter,11,0.09,71856,2011,2,-68.93667013616692,46.00006002264432
temperate,baxter,12,5.76,71856,2012,2,-68.93667013616692,46.00006002264432
temperate,baxter,13,1.6199999999999999,71856,2013,2,-68.93667013616692,46.00006002264432
temperate,baxter,14,1.3499999999999999,71856,2014,2,-68.93667013616692,46.00006002264432
temperate,cool,1,0,5760,2001,1,145.1327839204243,43.98166210063598
temperate,cool,2,0,5760,2002,1,145.1327839204243,43.98166210063598
temperate,cool,3,0,5760,2003,1,145.1327839204243,43.98166210063598
temperate,cool,4,0,5760,2004,1,145.1327839204243,43.98166210063598
temperate,cool,5,0,5760,2005,1,145.1327839204243,43.98166210063598
temperate,cool,6,0,5760,2006,1,145.1327839204243,43.98166210063598
temperate,cool,7,0,5760,2007,1,145.1327839204243,43.98166210063598
temperate,cool,8,0.18,5760,2008,1,145.1327839204243,43.98166210063598
temperate,cool,9,0,5760,2009,1,145.1327839204243,43.98166210063598
temperate,cool,10,0,5760,2010,1,145.1327839204243,43.98166210063598
temperate,cool,11,0,5760,2011,1,145.1327839204243,43.98166210063598
temperate,cool,12,0,5760,2012,1,145.1327839204243,43.98166210063598
temperate,cool,13,0,5760,2013,1,145.1327839204243,43.98166210063598
temperate,cool,14,0,5760,2014,1,145.1327839204243,43.98166210063598
temperate,fagaras,1,1.26,7776,2001,2,24.80368916210668,45.64615122355059
temperate,fagaras,2,5.31,7776,2002,2,24.80368916210668,45.64615122355059
temperate,fagaras,3,0.36,7776,2003,2,24.80368916210668,45.64615122355059
temperate,fagaras,4,10.08,7776,2004,2,24.80368916210668,45.64615122355059
temperate,fagaras,5,2.34,7776,2005,2,24.80368916210668,45.64615122355059
temperate,fagaras,6,0.63,7776,2006,2,24.80368916210668,45.64615122355059
temperate,fagaras,7,17.28,7776,2007,2,24.80368916210668,45.64615122355059
temperate,fagaras,8,38.699999999999996,7776,2008,2,24.80368916210668,45.64615122355059
temperate,fagaras,9,7.83,7776,2009,2,24.80368916210668,45.64615122355059
temperate,fagaras,10,4.59,7776,2010,2,24.80368916210668,45.64615122355059
temperate,fagaras,11,5.3999999999999995,7776,2011,2,24.80368916210668,45.64615122355059
temperate,fagaras,12,32.4,7776,2012,2,24.80368916210668,45.64615122355059
temperate,fagaras,13,51.03,7776,2013,2,24.80368916210668,45.64615122355059
temperate,fagaras,14,50.85,7776,2014,2,24.80368916210668,45.64615122355059
temperate,feng,1,24.39,18000,2001,2,129.10375684242217,48.12419592550166
temperate,feng,2,0.18,18000,2002,2,129.10375684242217,48.12419592550166
temperate,feng,3,1.98,18000,2003,2,129.10375684242217,48.12419592550166
temperate,feng,4,22.86,18000,2004,2,129.10375684242217,48.12419592550166
temperate,feng,5,5.04,18000,2005,2,129.10375684242217,48.12419592550166
temperate,feng,6,73.44,18000,2006,2,129.10375684242217,48.12419592550166
temperate,feng,7,1.3499999999999999,18000,2007,2,129.10375684242217,48.12419592550166
temperate,feng,8,38.43,18000,2008,2,129.10375684242217,48.12419592550166
temperate,feng,9,1.53,18000,2009,2,129.10375684242217,48.12419592550166
temperate,feng,10,34.74,18000,2010,2,129.10375684242217,48.12419592550166
temperate,feng,11,13.139999999999999,18000,2011,2,129.10375684242217,48.12419592550166
temperate,feng,12,5.67,18000,2012,2,129.10375684242217,48.12419592550166
temperate,feng,13,4.05,18000,2013,2,129.10375684242217,48.12419592550166
temperate,feng,14,7.02,18000,2014,2,129.10375684242217,48.12419592550166
temperate,flattops,1,8.549999999999999,43344,2001,3,-107.26822642087457,39.95237348866568
temperate,flattops,2,1346.76,43344,2002,3,-107.26822642087457,39.95237348866568
temperate,flattops,3,540.18,43344,2003,3,-107.26822642087457,39.95237348866568
temperate,flattops,4,0.8099999999999999,43344,2004,3,-107.26822642087457,39.95237348866568
temperate,flattops,5,20.61,43344,2005,3,-107.26822642087457,39.95237348866568
temperate,flattops,6,13.139999999999999,43344,2006,3,-107.26822642087457,39.95237348866568
temperate,flattops,7,2.25,43344,2007,3,-107.26822642087457,39.95237348866568
temperate,flattops,8,1814.1299999999999,43344,2008,3,-107.26822642087457,39.95237348866568
temperate,flattops,9,7.739999999999999,43344,2009,3,-107.26822642087457,39.95237348866568
temperate,flattops,10,380.88,43344,2010,3,-107.26822642087457,39.95237348866568
temperate,flattops,11,15.66,43344,2011,3,-107.26822642087457,39.95237348866568
temperate,flattops,12,1.7999999999999998,43344,2012,3,-107.26822642087457,39.95237348866568
temperate,flattops,13,13.32,43344,2013,3,-107.26822642087457,39.95237348866568
temperate,flattops,14,9.81,43344,2014,3,-107.26822642087457,39.95237348866568
temperate,glacier,1,7101.54,665712,2001,3,-113.17359526675278,47.70131922996368
temperate,glacier,2,7754.67,665712,2002,3,-113.17359526675278,47.70131922996368
temperate,glacier,3,15636.96,665712,2003,3,-113.17359526675278,47.70131922996368
temperate,glacier,4,44684.46,665712,2004,3,-113.17359526675278,47.70131922996368
temperate,glacier,5,2205.09,665712,2005,3,-113.17359526675278,47.70131922996368
temperate,glacier,6,4768.92,665712,2006,3,-113.17359526675278,47.70131922996368
temperate,glacier,7,22186.53,665712,2007,3,-113.17359526675278,47.70131922996368
temperate,glacier,8,16028.279999999999,665712,2008,3,-113.17359526675278,47.70131922996368
temperate,glacier,9,900.99,665712,2009,3,-113.17359526675278,47.70131922996368
temperate,glacier,10,1955.34,665712,2010,3,-113.17359526675278,47.70131922996368
temperate,glacier,11,2302.47,665712,2011,3,-113.17359526675278,47.70131922996368
temperate,glacier,12,7119.179999999999,665712,2012,3,-113.17359526675278,47.70131922996368
temperate,glacier,13,2523.15,665712,2013,3,-113.17359526675278,47.70131922996368
temperate,glacier,14,645.84,665712,2014,3,-113.17359526675278,47.70131922996368
temperate,hainich,1,2.88,4176,2001,2,10.439422219339347,51.07193547027771
temperate,hainich,2,1.7999999999999998,4176,2002,2,10.439422219339347,51.07193547027771
temperate,hainich,3,0,4176,2003,2,10.439422219339347,51.07193547027771
temperate,hainich,4,1.26,4176,2004,2,10.439422219339347,51.07193547027771
temperate,hainich,5,3.8699999999999997,4176,2005,2,10.439422219339347,51.07193547027771
temperate,hainich,6,3.2399999999999998,4176,2006,2,10.439422219339347,51.07193547027771
temperate,hainich,7,0.8099999999999999,4176,2007,2,10.439422219339347,51.07193547027771
temperate,hainich,8,7.739999999999999,4176,2008,2,10.439422219339347,51.07193547027771
temperate,hainich,9,0.27,4176,2009,2,10.439422219339347,51.07193547027771
temperate,hainich,10,0.36,4176,2010,2,10.439422219339347,51.07193547027771
temperate,hainich,11,0.18,4176,2011,2,10.439422219339347,51.07193547027771
temperate,hainich,12,2.4299999999999997,4176,2012,2,10.439422219339347,51.07193547027771
temperate,hainich,13,0,4176,2013,2,10.439422219339347,51.07193547027771
temperate,hainich,14,0,4176,2014,2,10.439422219339347,51.07193547027771
temperate,hightatra,1,11.34,4752,2001,2,19.948094316411943,49.19292559998478
temperate,hightatra,2,0.72,4752,2002,2,19.948094316411943,49.19292559998478
temperate,hightatra,3,9.99,4752,2003,2,19.948094316411943,49.19292559998478
temperate,hightatra,4,5.04,4752,2004,2,19.948094316411943,49.19292559998478
temperate,hightatra,5,83.34,4752,2005,2,19.948094316411943,49.19292559998478
temperate,hightatra,6,19.08,4752,2006,2,19.948094316411943,49.19292559998478
temperate,hightatra,7,4.32,4752,2007,2,19.948094316411943,49.19292559998478
temperate,hightatra,8,106.2,4752,2008,2,19.948094316411943,49.19292559998478
temperate,hightatra,9,27,4752,2009,2,19.948094316411943,49.19292559998478
temperate,hightatra,10,28.98,4752,2010,2,19.948094316411943,49.19292559998478
temperate,hightatra,11,27.09,4752,2011,2,19.948094316411943,49.19292559998478
temperate,hightatra,12,1.7999999999999998,4752,2012,2,19.948094316411943,49.19292559998478
temperate,hightatra,13,1.44,4752,2013,2,19.948094316411943,49.19292559998478
temperate,hightatra,14,22.68,4752,2014,2,19.948094316411943,49.19292559998478
temperate,illi,1,144.54,24336,2001,2,-119.50187996263548,37.657344896369146
temperate,illi,2,14.85,24336,2002,2,-119.50187996263548,37.657344896369146
temperate,illi,3,6.93,24336,2003,2,-119.50187996263548,37.657344896369146
temperate,illi,4,267.3,24336,2004,2,-119.50187996263548,37.657344896369146
temperate,illi,5,126.99,24336,2005,2,-119.50187996263548,37.657344896369146
temperate,illi,6,57.87,24336,2006,2,-119.50187996263548,37.657344896369146
temperate,illi,7,8.549999999999999,24336,2007,2,-119.50187996263548,37.657344896369146
temperate,illi,8,5.49,24336,2008,2,-119.50187996263548,37.657344896369146
temperate,illi,9,10.26,24336,2009,2,-119.50187996263548,37.657344896369146
temperate,illi,10,747.18,24336,2010,2,-119.50187996263548,37.657344896369146
temperate,illi,11,26.73,24336,2011,2,-119.50187996263548,37.657344896369146
temperate,illi,12,18.99,24336,2012,2,-119.50187996263548,37.657344896369146
temperate,illi,13,40.86,24336,2013,2,-119.50187996263548,37.657344896369146
temperate,illi,14,146.25,24336,2014,2,-119.50187996263548,37.657344896369146
temperate,kalkalpen,1,10.35,14112,2001,2,14.39323543140843,47.77006703064983
temperate,kalkalpen,2,9.09,14112,2002,2,14.39323543140843,47.77006703064983
temperate,kalkalpen,3,1.98,14112,2003,2,14.39323543140843,47.77006703064983
temperate,kalkalpen,4,12.87,14112,2004,2,14.39323543140843,47.77006703064983
temperate,kalkalpen,5,26.73,14112,2005,2,14.39323543140843,47.77006703064983
temperate,kalkalpen,6,4.41,14112,2006,2,14.39323543140843,47.77006703064983
temperate,kalkalpen,7,62.82,14112,2007,2,14.39323543140843,47.77006703064983
temperate,kalkalpen,8,62.19,14112,2008,2,14.39323543140843,47.77006703064983
temperate,kalkalpen,9,60.48,14112,2009,2,14.39323543140843,47.77006703064983
temperate,kalkalpen,10,60.39,14112,2010,2,14.39323543140843,47.77006703064983
temperate,kalkalpen,11,72.99,14112,2011,2,14.39323543140843,47.77006703064983
temperate,kalkalpen,12,2.34,14112,2012,2,14.39323543140843,47.77006703064983
temperate,kalkalpen,13,0.09,14112,2013,2,14.39323543140843,47.77006703064983
temperate,kalkalpen,14,0.18,14112,2014,2,14.39323543140843,47.77006703064983
temperate,kellerwald,1,0.09,5472,2001,2,8.97782753839907,51.14663917534673
temperate,kellerwald,2,0.27,5472,2002,2,8.97782753839907,51.14663917534673
temperate,kellerwald,3,0,5472,2003,2,8.97782753839907,51.14663917534673
temperate,kellerwald,4,24.66,5472,2004,2,8.97782753839907,51.14663917534673
temperate,kellerwald,5,42.66,5472,2005,2,8.97782753839907,51.14663917534673
temperate,kellerwald,6,18.54,5472,2006,2,8.97782753839907,51.14663917534673
temperate,kellerwald,7,12.33,5472,2007,2,8.97782753839907,51.14663917534673
temperate,kellerwald,8,19.08,5472,2008,2,8.97782753839907,51.14663917534673
temperate,kellerwald,9,8.37,5472,2009,2,8.97782753839907,51.14663917534673
temperate,kellerwald,10,83.16,5472,2010,2,8.97782753839907,51.14663917534673
temperate,kellerwald,11,0.09,5472,2011,2,8.97782753839907,51.14663917534673
temperate,kellerwald,12,0.18,5472,2012,2,8.97782753839907,51.14663917534673
temperate,kellerwald,13,0.36,5472,2013,2,8.97782753839907,51.14663917534673
temperate,kellerwald,14,0,5472,2014,2,8.97782753839907,51.14663917534673
temperate,malakisis,1,0.36,3024,2001,1,-78.64131715032099,46.70801154063192
temperate,malakisis,2,0.18,3024,2002,1,-78.64131715032099,46.70801154063192
temperate,malakisis,3,0,3024,2003,1,-78.64131715032099,46.70801154063192
temperate,malakisis,4,0,3024,2004,1,-78.64131715032099,46.70801154063192
temperate,malakisis,5,0,3024,2005,1,-78.64131715032099,46.70801154063192
temperate,malakisis,6,0.8099999999999999,3024,2006,1,-78.64131715032099,46.70801154063192
temperate,malakisis,7,0.44999999999999996,3024,2007,1,-78.64131715032099,46.70801154063192
temperate,malakisis,8,0.27,3024,2008,1,-78.64131715032099,46.70801154063192
temperate,malakisis,9,0.18,3024,2009,1,-78.64131715032099,46.70801154063192
temperate,malakisis,10,0.09,3024,2010,1,-78.64131715032099,46.70801154063192
temperate,malakisis,11,0.09,3024,2011,1,-78.64131715032099,46.70801154063192
temperate,malakisis,12,0.44999999999999996,3024,2012,1,-78.64131715032099,46.70801154063192
temperate,malakisis,13,2.16,3024,2013,1,-78.64131715032099,46.70801154063192
temperate,malakisis,14,0.8099999999999999,3024,2014,1,-78.64131715032099,46.70801154063192
temperate,muritz,1,1.17,3312,2001,1,12.86780579831926,53.42978985587187
temperate,muritz,2,0.27,3312,2002,1,12.86780579831926,53.42978985587187
temperate,muritz,3,0,3312,2003,1,12.86780579831926,53.42978985587187
temperate,muritz,4,8.459999999999999,3312,2004,1,12.86780579831926,53.42978985587187
temperate,muritz,5,3.69,3312,2005,1,12.86780579831926,53.42978985587187
temperate,muritz,6,2.07,3312,2006,1,12.86780579831926,53.42978985587187
temperate,muritz,7,0.72,3312,2007,1,12.86780579831926,53.42978985587187
temperate,muritz,8,4.5,3312,2008,1,12.86780579831926,53.42978985587187
temperate,muritz,9,3.69,3312,2009,1,12.86780579831926,53.42978985587187
temperate,muritz,10,0.99,3312,2010,1,12.86780579831926,53.42978985587187
temperate,muritz,11,2.6999999999999997,3312,2011,1,12.86780579831926,53.42978985587187
temperate,muritz,12,5.13,3312,2012,1,12.86780579831926,53.42978985587187
temperate,muritz,13,1.71,3312,2013,1,12.86780579831926,53.42978985587187
temperate,muritz,14,0.09,3312,2014,1,12.86780579831926,53.42978985587187
temperate,ozarks,1,0,7200,2001,2,-93.1941808620808,35.72936294538426
temperate,ozarks,2,0,7200,2002,2,-93.1941808620808,35.72936294538426
temperate,ozarks,3,0.18,7200,2003,2,-93.1941808620808,35.72936294538426
temperate,ozarks,4,0.63,7200,2004,2,-93.1941808620808,35.72936294538426
temperate,ozarks,5,0.18,7200,2005,2,-93.1941808620808,35.72936294538426
temperate,ozarks,6,0.36,7200,2006,2,-93.1941808620808,35.72936294538426
temperate,ozarks,7,0,7200,2007,2,-93.1941808620808,35.72936294538426
temperate,ozarks,8,0,7200,2008,2,-93.1941808620808,35.72936294538426
temperate,ozarks,9,1.3499999999999999,7200,2009,2,-93.1941808620808,35.72936294538426
temperate,ozarks,10,0.8099999999999999,7200,2010,2,-93.1941808620808,35.72936294538426
temperate,ozarks,11,0.18,7200,2011,2,-93.1941808620808,35.72936294538426
temperate,ozarks,12,0.18,7200,2012,2,-93.1941808620808,35.72936294538426
temperate,ozarks,13,4.2299999999999995,7200,2013,2,-93.1941808620808,35.72936294538426
temperate,ozarks,14,0,7200,2014,2,-93.1941808620808,35.72936294538426
temperate,perucie,1,0,1296,2001,1,18.711013515024707,43.30790284764864
temperate,perucie,2,0,1296,2002,1,18.711013515024707,43.30790284764864
temperate,perucie,3,0,1296,2003,1,18.711013515024707,43.30790284764864
temperate,perucie,4,1.3499999999999999,1296,2004,1,18.711013515024707,43.30790284764864
temperate,perucie,5,0,1296,2005,1,18.711013515024707,43.30790284764864
temperate,perucie,6,0,1296,2006,1,18.711013515024707,43.30790284764864
temperate,perucie,7,0,1296,2007,1,18.711013515024707,43.30790284764864
temperate,perucie,8,0,1296,2008,1,18.711013515024707,43.30790284764864
temperate,perucie,9,0.36,1296,2009,1,18.711013515024707,43.30790284764864
temperate,perucie,10,0,1296,2010,1,18.711013515024707,43.30790284764864
temperate,perucie,11,0.63,1296,2011,1,18.711013515024707,43.30790284764864
temperate,perucie,12,0,1296,2012,1,18.711013515024707,43.30790284764864
temperate,perucie,13,0,1296,2013,1,18.711013515024707,43.30790284764864
temperate,perucie,14,0,1296,2014,1,18.711013515024707,43.30790284764864
temperate,ponds,1,0.36,13392,2001,1,-74.95478531358069,44.01020482890455
temperate,ponds,2,0.27,13392,2002,1,-74.95478531358069,44.01020482890455
temperate,ponds,3,0,13392,2003,1,-74.95478531358069,44.01020482890455
temperate,ponds,4,0.44999999999999996,13392,2004,1,-74.95478531358069,44.01020482890455
temperate,ponds,5,0.99,13392,2005,1,-74.95478531358069,44.01020482890455
temperate,ponds,6,0,13392,2006,1,-74.95478531358069,44.01020482890455
temperate,ponds,7,0.27,13392,2007,1,-74.95478531358069,44.01020482890455
temperate,ponds,8,0,13392,2008,1,-74.95478531358069,44.01020482890455
temperate,ponds,9,0.18,13392,2009,1,-74.95478531358069,44.01020482890455
temperate,ponds,10,0.36,13392,2010,1,-74.95478531358069,44.01020482890455
temperate,ponds,11,0,13392,2011,1,-74.95478531358069,44.01020482890455
temperate,ponds,12,0.36,13392,2012,1,-74.95478531358069,44.01020482890455
temperate,ponds,13,0.8999999999999999,13392,2013,1,-74.95478531358069,44.01020482890455
temperate,ponds,14,1.71,13392,2014,1,-74.95478531358069,44.01020482890455
